l.00,l.01,l.02,l.03,l.04,l.05,l.06,l.07,l.08,l.09,l.10,l.11,l.12,l.13,l.14,l.15,l.16,l.17,l.18,l.19,l.20,l.21,l.22,l.23,l.24,l.25,l.26,l.27,l.28,l.29,l.30,l.31,l.32,l.33,l.34,l.35,l.36,l.37,l.38,l.39,l.40,l.41,l.42,l.43,l.44,l.45,l.46,l.47,l.48,l.49,l.50,l.51,l.52,l.53,l.54,l.55,l.56,l.57,l.58,l.59,l.60,l.61,l.62,l.63,l.64,l.65,l.66,l.67,l.68,l.69,l.70,l.71,l.72,l.73,l.74,l.75,l.76,l.77,l.78,l.79,l.80,l.81,l.82,l.83,l.84,l.85,l.86,l.87,l.88,l.89,l.90,l.91,l.92,l.93,l.94,l.95,l.96,l.97,l.98,l.99
-0.267403177,-0.167151684,-0.121046419,-0.095127977,-0.078476662,-0.066891443,-0.05832517,-0.05173529,-0.046543979,-0.042314458,-0.038790762,-0.035825209,-0.033297959,-0.031112392,-0.029191869,-0.027476404,-0.026004416,-0.024673367,-0.023432417,-0.022378302,-0.021369256,-0.020478597,-0.019636883,-0.018885021,-0.018161649,-0.017527491,-0.016893333,-0.016351463,-0.015817003,-0.015314889,-0.014864783,-0.014414678,-0.014006883,-0.013628082,-0.01324928,-0.012902471,-0.012583888,-0.012265305,-0.011955391,-0.011687623,-0.011419854,-0.011152085,-0.01090498,-0.010680057,-0.010455134,-0.010230211,-0.01002097,-0.009832148,-0.009643326,-0.009454503,-0.009265681,-0.009107006,-0.008948581,-0.008790156,-0.00863173,-0.008476273,-0.008343425,-0.008210577,-0.008077729,-0.00794488,-0.007812032,-0.007695636,-0.007584295,-0.007472955,-0.007361614,-0.007250274,-0.007138933,-0.007043717,-0.006950451,-0.006857185,-0.00676392,-0.006670654,-0.006577388,-0.006490908,-0.006412836,-0.006334764,-0.006256692,-0.00617862,-0.006100548,-0.006022476,-0.005949154,-0.005883827,-0.0058185,-0.005753173,-0.005687846,-0.005622519,-0.005557192,-0.005491865,-0.005433046,-0.0053784,-0.005323755,-0.00526911,-0.005214465,-0.00515982,-0.005105174,-0.005050529,-0.004996679,-0.00495099,-0.004905302,-0.004859614
0.090991548,0.073580361,0.057208645,0.046634476,0.039304054,0.033960196,0.029883767,0.026676698,0.024106943,0.021988237,0.020205413,0.018691667,0.017393347,0.016264892,0.015269374,0.014377356,0.013609231,0.012913394,0.012263787,0.011710666,0.011180958,0.010712745,0.010270083,0.009874324,0.009493496,0.009159425,0.008825354,0.008539803,0.008258148,0.00799354,0.007756341,0.007519142,0.00730428,0.007104723,0.006905166,0.006722516,0.006554783,0.00638705,0.006223901,0.006083037,0.005942172,0.005801307,0.00567137,0.005553161,0.005434953,0.005316745,0.005206826,0.005107701,0.005008575,0.00490945,0.004810325,0.004727126,0.004644058,0.00456099,0.004477922,0.004396421,0.004326852,0.004257283,0.004187713,0.004118144,0.004048575,0.003987679,0.003929448,0.003871217,0.003812986,0.003754755,0.003696524,0.003646783,0.003598068,0.003549353,0.003500639,0.003451924,0.003403209,0.003358154,0.003317633,0.003277111,0.00323659,0.003196069,0.003155547,0.003115026,0.00307691,0.003042842,0.003008773,0.002974704,0.002940636,0.002906567,0.002872499,0.00283843,0.002807778,0.002779317,0.002750857,0.002722396,0.002693936,0.002665475,0.002637014,0.002608554,0.00258051,0.002556744,0.002532978,0.002509212
-0.175857401,-0.128447759,-0.099951675,-0.08226512,-0.070117901,-0.061249066,-0.054434367,-0.04902376,-0.044645567,-0.040996977,-0.03790201,-0.035256325,-0.032968685,-0.030965505,-0.029186502,-0.027583005,-0.026191339,-0.024924463,-0.023737442,-0.022718637,-0.021741057,-0.020871766,-0.02004792,-0.019307497,-0.018593897,-0.017964291,-0.017334686,-0.016793099,-0.01625858,-0.015755281,-0.015302181,-0.01484908,-0.014437263,-0.014053737,-0.013670212,-0.013318212,-0.012994027,-0.012669842,-0.012354276,-0.012080611,-0.011806945,-0.01153328,-0.011280321,-0.01104959,-0.010818859,-0.010588128,-0.010373219,-0.010178915,-0.009984611,-0.009790307,-0.009596003,-0.009432302,-0.009268855,-0.009105409,-0.008941962,-0.008781544,-0.008644197,-0.00850685,-0.008369503,-0.008232156,-0.008094809,-0.007974325,-0.007859022,-0.00774372,-0.007628418,-0.007513115,-0.007397813,-0.007299098,-0.00720239,-0.007105683,-0.007008975,-0.006912267,-0.006815559,-0.006726253,-0.006646119,-0.006565985,-0.00648585,-0.006405716,-0.006325582,-0.006245447,-0.006169842,-0.006101859,-0.006033876,-0.005965892,-0.005897909,-0.005829925,-0.005761942,-0.005693959,-0.00563274,-0.00557586,-0.00551898,-0.005462101,-0.005405221,-0.005348341,-0.005291462,-0.005234582,-0.005178529,-0.005130972,-0.005083414,-0.005035857
0.042935517,0.036081306,0.030467651,0.026076711,0.022698242,0.0200709,0.017969632,0.016255654,0.01484195,0.013648423,0.012626213,0.011745661,0.010980056,0.01030696,0.009707469,0.009165981,0.008695067,0.008266036,0.007863816,0.007518389,0.007186944,0.006892227,0.006612975,0.006362114,0.006120402,0.005907339,0.005694277,0.005511277,0.00533069,0.005160772,0.005008006,0.004855239,0.004716575,0.004587574,0.004458573,0.00434033,0.004231578,0.004122827,0.004017012,0.003925472,0.003833932,0.003742392,0.003657892,0.003580948,0.003504005,0.003427062,0.003355485,0.003290895,0.003226305,0.003161716,0.003097126,0.003042885,0.00298873,0.002934574,0.002880419,0.002827285,0.002781928,0.002736571,0.002691214,0.002645857,0.0026005,0.002560808,0.002522857,0.002484906,0.002446955,0.002409004,0.002371054,0.002338656,0.00230693,0.002275205,0.002243479,0.002211753,0.002180028,0.002150646,0.00212417,0.002097693,0.002071216,0.002044739,0.002018262,0.001991786,0.001966929,0.001944799,0.001922669,0.001900539,0.001878409,0.001856279,0.001834149,0.001812018,0.001792125,0.001773667,0.001755209,0.001736751,0.001718293,0.001699835,0.001681376,0.001662918,0.001644733,0.001629346,0.001613959,0.001598572
0.210961258,0.173384311,0.138164454,0.114090873,0.096948827,0.084228804,0.074395122,0.066577742,0.060261798,0.055015946,0.050581753,0.046805683,0.043555612,0.04072275,0.038217963,0.0359695,0.034029309,0.032269848,0.030626001,0.029224432,0.027881876,0.026694333,0.025571407,0.024567105,0.023600673,0.022752827,0.021904982,0.021180479,0.020465881,0.019794695,0.01919331,0.018591924,0.018047491,0.017542084,0.017036677,0.016574411,0.016150207,0.015726003,0.015313498,0.014957865,0.014602233,0.0142466,0.013918847,0.01362102,0.013323192,0.013025365,0.01274867,0.012499494,0.012250318,0.012001142,0.011751965,0.01154334,0.011335051,0.011126762,0.010918473,0.010714165,0.010540192,0.010366219,0.010192246,0.010018273,0.0098443,0.009692331,0.009547124,0.009401917,0.00925671,0.009111503,0.008966296,0.008842577,0.008721457,0.008600337,0.008479218,0.008358098,0.008236978,0.00812496,0.008024217,0.007923475,0.007822733,0.007721991,0.007621248,0.007520506,0.007425939,0.007341764,0.007257588,0.007173413,0.007089237,0.007005062,0.006920886,0.006836711,0.00676111,0.00669101,0.00662091,0.00655081,0.00648071,0.00641061,0.00634051,0.00627041,0.006201352,0.006142997,0.006084642,0.006026286
0.08395343,0.043732721,0.02726974,0.019413506,0.014900257,0.012009688,0.010004441,0.008540729,0.007438644,0.00657341,0.00587589,0.005306749,0.004834725,0.004436226,0.004093371,0.003792767,0.003541028,0.003316774,0.00311006,0.002938762,0.002775772,0.002634606,0.002502218,0.002385945,0.002274644,0.002178916,0.002083188,0.002003145,0.001924361,0.001850932,0.001786113,0.001721294,0.0016633,0.001609983,0.001556666,0.00150838,0.001464533,0.001420685,0.001378167,0.001342111,0.001306056,0.001270001,0.001237037,0.001207391,0.001177746,0.0011481,0.001120744,0.00109637,0.001071996,0.001047622,0.001023247,0.001003171,0.000983131,0.00096309,0.000943049,0.000923422,0.000906944,0.000890466,0.000873987,0.000857509,0.000841031,0.000826792,0.000813242,0.000799691,0.000786141,0.00077259,0.00075904,0.000747636,0.000736491,0.000725347,0.000714202,0.000703058,0.000691914,0.000681252,0.00067119,0.000661127,0.000651064,0.000641001,0.000630938,0.000620876,0.000611799,0.000604383,0.000596967,0.000589551,0.000582135,0.000574719,0.000567303,0.000559886,0.000553267,0.000547157,0.000541048,0.000534939,0.00052883,0.000522721,0.000516612,0.000510503,0.000504489,0.000499456,0.000494422,0.000489389
-0.073805471,-0.042342951,-0.030001204,-0.023324133,-0.019165258,-0.016342431,-0.01429347,-0.01273869,-0.011525711,-0.010543876,-0.009728715,-0.009043541,-0.008459668,-0.007954146,-0.007509058,-0.007110555,-0.006767142,-0.006455535,-0.006164259,-0.005915113,-0.005676141,-0.005463894,-0.005262729,-0.005081909,-0.004907569,-0.004753525,-0.004599482,-0.004466569,-0.004335353,-0.004211603,-0.004099856,-0.003988109,-0.003886219,-0.003791084,-0.003695949,-0.003608346,-0.003527388,-0.00344643,-0.003367536,-0.003298679,-0.003229823,-0.003160966,-0.003097091,-0.003038563,-0.002980036,-0.002921508,-0.00286681,-0.002817098,-0.002767386,-0.002717673,-0.002667961,-0.002625708,-0.002583517,-0.002541326,-0.002499134,-0.002457687,-0.002421909,-0.002386131,-0.002350354,-0.002314576,-0.002278798,-0.002247201,-0.002216889,-0.002186577,-0.002156265,-0.002125953,-0.002095641,-0.002069481,-0.002043824,-0.002018166,-0.001992509,-0.001966851,-0.001941194,-0.001917531,-0.001896339,-0.001875147,-0.001853955,-0.001832763,-0.001811571,-0.00179038,-0.001770235,-0.001751852,-0.00173347,-0.001715087,-0.001696705,-0.001678322,-0.00165994,-0.001641557,-0.001624922,-0.001609407,-0.001593892,-0.001578378,-0.001562863,-0.001547348,-0.001531834,-0.001516319,-0.00150102,-0.001487939,-0.001474857,-0.001461776
0.334662611,0.21730652,0.161073186,0.128395907,0.106858006,0.091589877,0.080136861,0.071227169,0.064145891,0.058337201,0.053473067,0.049362511,0.045847758,0.042800535,0.040117873,0.037718322,0.035656572,0.033791293,0.032051644,0.030573501,0.02915865,0.027910049,0.026730359,0.025677174,0.024664172,0.023777005,0.022889838,0.02213298,0.021386585,0.02068588,0.020058638,0.019431396,0.018863899,0.018337343,0.017810786,0.017329363,0.016887758,0.016446154,0.016016761,0.015646731,0.015276701,0.014906672,0.014565689,0.014255886,0.013946082,0.013636279,0.013348462,0.013089276,0.01283009,0.012570904,0.012311717,0.012094676,0.011877985,0.011661293,0.011444601,0.011232045,0.011050993,0.010869942,0.01068889,0.010507838,0.010326786,0.010168578,0.01001739,0.009866202,0.009715014,0.009563826,0.009412638,0.009283755,0.009157571,0.009031386,0.008905201,0.008779016,0.008652832,0.008536106,0.008431099,0.008326093,0.008221086,0.00811608,0.008011073,0.007906067,0.007807467,0.007719648,0.007631828,0.007544009,0.007456189,0.00736837,0.00728055,0.007192731,0.007113819,0.007040621,0.006967422,0.006894224,0.006821025,0.006747827,0.006674629,0.00660143,0.006529315,0.006468325,0.006407335,0.006346344
0.062834872,0.053057417,0.043303547,0.036326089,0.031228036,0.027390083,0.02439375,0.021993373,0.020040962,0.018409979,0.017023996,0.01583762,0.014811539,0.013913094,0.013115356,0.012396507,0.011772909,0.011205411,0.010673813,0.010217794,0.009780281,0.009391382,0.009022861,0.008691753,0.008372659,0.008091191,0.007809723,0.007567641,0.007328721,0.007103757,0.006901232,0.006698707,0.00651462,0.006343168,0.006171716,0.006014334,0.005869365,0.005724396,0.005583273,0.005460838,0.005338404,0.00521597,0.00510277,0.004999481,0.004896192,0.004792903,0.00469667,0.004609623,0.004522576,0.00443553,0.004348483,0.004275084,0.004201798,0.004128512,0.004055226,0.00398329,0.003921647,0.003860004,0.003798361,0.003736718,0.003675075,0.003620958,0.003569154,0.00351735,0.003465547,0.003413743,0.003361939,0.003317544,0.003274046,0.003230547,0.003187049,0.00314355,0.003100052,0.003059713,0.00302329,0.002986867,0.002950444,0.002914021,0.002877598,0.002841175,0.002806923,0.002776324,0.002745725,0.002715126,0.002684527,0.002653928,0.002623329,0.00259273,0.002565154,0.002539517,0.00251388,0.002488243,0.002462606,0.002436969,0.002411332,0.002385695,0.002360428,0.002338963,0.002317498,0.002296033
0.029226239,-0.002980834,-0.006063611,-0.006299841,-0.006023592,-0.005666472,-0.005331147,-0.00503464,-0.004776751,-0.004551664,-0.004351421,-0.004171836,-0.00401077,-0.003864874,-0.003731231,-0.00360736,-0.003495603,-0.00339122,-0.003291565,-0.003202212,-0.003115487,-0.003035664,-0.002958868,-0.002887628,-0.002818261,-0.002754762,-0.002691263,-0.002634235,-0.002577726,-0.00252364,-0.002473447,-0.002423254,-0.002376448,-0.002331961,-0.002287475,-0.002245725,-0.002206391,-0.002167056,-0.002128513,-0.002093822,-0.002059131,-0.002024441,-0.001991765,-0.001961253,-0.00193074,-0.001900228,-0.001871345,-0.001844583,-0.00181782,-0.001791058,-0.001764296,-0.001740863,-0.001717457,-0.001694051,-0.001670645,-0.001647587,-0.001627175,-0.001606763,-0.001586351,-0.001565939,-0.001545528,-0.001527152,-0.001509402,-0.001491652,-0.001473902,-0.001456152,-0.001438402,-0.001422755,-0.001407363,-0.001391972,-0.00137658,-0.001361188,-0.001345796,-0.001331411,-0.001318273,-0.001305134,-0.001291996,-0.001278858,-0.00126572,-0.001252581,-0.001240062,-0.001228583,-0.001217104,-0.001205625,-0.001194146,-0.001182667,-0.001171188,-0.001159709,-0.001149205,-0.001139325,-0.001129446,-0.001119567,-0.001109688,-0.001099808,-0.001089929,-0.00108005,-0.001070295,-0.001061814,-0.001053334,-0.001044853
-0.141016753,-0.096533878,-0.069942506,-0.054109663,-0.043707435,-0.036424284,-0.031041083,-0.026919557,-0.023698093,-0.02109838,-0.018954534,-0.017170074,-0.015667359,-0.014383326,-0.013268085,-0.012282854,-0.01145082,-0.010706555,-0.010018359,-0.009445111,-0.008899208,-0.00842513,-0.007980282,-0.007589093,-0.00721462,-0.006892494,-0.006570368,-0.00630135,-0.006036597,-0.005790068,-0.005572843,-0.005355617,-0.005161694,-0.004983738,-0.004805783,-0.004645023,-0.004499436,-0.004353848,-0.004212802,-0.004093835,-0.003974868,-0.0038559,-0.003747471,-0.003650352,-0.003553234,-0.003456115,-0.003366772,-0.003287553,-0.003208335,-0.003129117,-0.003049898,-0.002985201,-0.002920625,-0.002856048,-0.002791471,-0.002728283,-0.002675666,-0.002623049,-0.002570432,-0.002517815,-0.002465199,-0.002420046,-0.002377186,-0.002334327,-0.002291468,-0.002248609,-0.00220575,-0.002169986,-0.00213508,-0.002100174,-0.002065268,-0.002030363,-0.001995457,-0.001963175,-0.001934146,-0.001905116,-0.001876086,-0.001847057,-0.001818027,-0.001788997,-0.001762179,-0.001739082,-0.001715985,-0.001692887,-0.00166979,-0.001646693,-0.001623596,-0.001600498,-0.00158001,-0.001561195,-0.00154238,-0.001523564,-0.001504749,-0.001485934,-0.001467119,-0.001448304,-0.001429798,-0.001414465,-0.001399133,-0.0013838
0.055539776,0.020411365,0.011483259,0.007611626,0.005542239,0.00427459,0.003431397,0.002837725,0.002404837,0.002075356,0.00181579,0.001608194,0.001440053,0.001301191,0.001184092,0.001083286,0.001000935,0.000928711,0.000862941,0.000809888,0.000759737,0.000717211,0.000677665,0.000643588,0.000611149,0.000583838,0.000556528,0.000534223,0.000512321,0.000492073,0.000474487,0.0004569,0.000441355,0.000427209,0.000413064,0.000400375,0.000388971,0.000377568,0.000366537,0.000357319,0.000348102,0.000338884,0.000330508,0.000323034,0.000315561,0.000308087,0.000301219,0.00029514,0.000289061,0.000282981,0.000276902,0.00027193,0.000266967,0.000262005,0.000257042,0.000252183,0.000248118,0.000244053,0.000239987,0.000235922,0.000231857,0.000228345,0.000225003,0.000221661,0.000218319,0.000214977,0.000211636,0.000208816,0.00020606,0.000203304,0.000200547,0.000197791,0.000195035,0.000192206,0.000189287,0.000186368,0.000183448,0.000180529,0.00017761,0.000174691,0.000172191,0.000170396,0.000168602,0.000166807,0.000165013,0.000163218,0.000161424,0.00015963,0.000158015,0.000156516,0.000155017,0.000153519,0.00015202,0.000150521,0.000149022,0.000147523,0.000146046,0.000144791,0.000143537,0.000142283
0.021999101,0.032954749,0.024645133,0.018891644,0.015021688,0.012325871,0.010362897,0.008885916,0.007751796,0.006852063,0.00612049,0.005519195,0.005019237,0.004596789,0.004233397,0.003915036,0.003648974,0.003412399,0.003194643,0.003014901,0.002844065,0.002696622,0.002558562,0.002437726,0.002322184,0.002223219,0.002124253,0.002041897,0.001960874,0.001885488,0.001819165,0.001752841,0.001693656,0.001639361,0.001585066,0.001535997,0.001491538,0.001447079,0.001403991,0.00136757,0.001331149,0.001294728,0.001261475,0.001231622,0.001201769,0.001171916,0.001144394,0.001119909,0.001095423,0.001070938,0.001046452,0.001026317,0.001006219,0.000986121,0.000966022,0.00094634,0.00092983,0.00091332,0.00089681,0.000880299,0.000863789,0.000849525,0.000835951,0.000822377,0.000808803,0.000795229,0.000781655,0.000770226,0.000759057,0.000747888,0.000736718,0.000725549,0.00071438,0.000703764,0.000693834,0.000683904,0.000673974,0.000664044,0.000654114,0.000644184,0.000635171,0.0006277,0.000620229,0.000612758,0.000605287,0.000597816,0.000590345,0.000582874,0.000576196,0.000570028,0.000563859,0.000557691,0.000551522,0.000545353,0.000539185,0.000533016,0.000526943,0.000521846,0.00051675,0.000511653
-0.125977817,-0.075718616,-0.054534916,-0.042764406,-0.035169048,-0.0298568,-0.025909374,-0.022862501,-0.020457932,-0.018497534,-0.016865176,-0.015493316,-0.014326325,-0.013319367,-0.012436693,-0.011650233,-0.010978039,-0.010371948,-0.009808111,-0.009331765,-0.008876471,-0.008476477,-0.008099268,-0.007763887,-0.007441712,-0.007160887,-0.006880063,-0.006641792,-0.006406937,-0.006186909,-0.005990717,-0.005794525,-0.005617594,-0.005453862,-0.005290129,-0.005140853,-0.00500433,-0.004867807,-0.00473517,-0.004621423,-0.004507676,-0.004393928,-0.004289364,-0.004194658,-0.004099951,-0.004005244,-0.003917444,-0.003838637,-0.00375983,-0.003681023,-0.003602216,-0.003536564,-0.00347102,-0.003405477,-0.003339934,-0.003275673,-0.003221185,-0.003166696,-0.003112208,-0.003057719,-0.003003231,-0.002955785,-0.002910504,-0.002865222,-0.002819941,-0.002774659,-0.002729378,-0.002690932,-0.002653314,-0.002615695,-0.002578077,-0.002540458,-0.00250284,-0.002467732,-0.002435734,-0.002403736,-0.002371738,-0.00233974,-0.002307742,-0.002275744,-0.002246037,-0.002220185,-0.002194333,-0.002168481,-0.002142629,-0.002116777,-0.002090925,-0.002065073,-0.002041894,-0.002020428,-0.001998962,-0.001977496,-0.001956031,-0.001934565,-0.001913099,-0.001891633,-0.001870491,-0.001852669,-0.001834848,-0.001817026
0.170211118,0.0951766,0.068647608,0.053719174,0.043976266,0.037136608,0.032046685,0.028119856,0.025026056,0.022510095,0.020420463,0.018668764,0.017183091,0.015905025,0.014787995,0.013795493,0.012950597,0.012190862,0.011485555,0.010892617,0.010326621,0.009831398,0.009365217,0.008952352,0.008556245,0.008212613,0.00786898,0.007579086,0.007293507,0.00702655,0.006789537,0.006552524,0.006339568,0.006143098,0.005946629,0.005768105,0.005605415,0.005442725,0.005284828,0.005150233,0.005015638,0.004881042,0.004757699,0.004646433,0.004535167,0.004423901,0.004321039,0.004229118,0.004137197,0.004045276,0.003953356,0.003877324,0.003801425,0.003725525,0.003649626,0.003575265,0.00351262,0.003449975,0.003387329,0.003324684,0.003262039,0.003207774,0.003156085,0.003104395,0.003052705,0.003001016,0.002949326,0.002905708,0.002863067,0.002820426,0.002777784,0.002735143,0.002692502,0.002653108,0.002617738,0.002582368,0.002546998,0.002511628,0.002476258,0.002440888,0.002407892,0.002378892,0.002349891,0.002320891,0.002291891,0.00226289,0.00223389,0.002204889,0.002178986,0.002155068,0.00213115,0.002107233,0.002083315,0.002059398,0.00203548,0.002011562,0.001988016,0.001968289,0.001948561,0.001928833
-0.028871179,-0.019845422,-0.015153949,-0.012399032,-0.010570219,-0.009285258,-0.008324869,-0.007578422,-0.006983432,-0.006493093,-0.006078757,-0.005724161,-0.005417076,-0.005147214,-0.004906393,-0.004688159,-0.004496997,-0.004321713,-0.004156591,-0.004012861,-0.003874389,-0.003749731,-0.003630908,-0.003522799,-0.003418169,-0.003324438,-0.003230706,-0.003148548,-0.003067319,-0.002990264,-0.002919918,-0.002849572,-0.002784849,-0.00272398,-0.002663111,-0.002606627,-0.002554012,-0.002501398,-0.00245001,-0.002404584,-0.002359158,-0.002313733,-0.002271326,-0.002232159,-0.002192992,-0.002153825,-0.002117023,-0.002083301,-0.002049579,-0.002015857,-0.001982134,-0.001953105,-0.001924115,-0.001895125,-0.001866135,-0.001837621,-0.001812738,-0.001787855,-0.001762972,-0.00173809,-0.001713207,-0.001691047,-0.001669725,-0.001648402,-0.001627079,-0.001605757,-0.001584434,-0.00156586,-0.001547618,-0.001529376,-0.001511134,-0.001492893,-0.001474651,-0.001457713,-0.001442389,-0.001427066,-0.001411743,-0.001396419,-0.001381096,-0.001365773,-0.001351201,-0.001337895,-0.001324589,-0.001311283,-0.001297977,-0.001284671,-0.001271365,-0.00125806,-0.001245958,-0.001234629,-0.0012233,-0.001211971,-0.001200643,-0.001189314,-0.001177985,-0.001166656,-0.001155478,-0.001145848,-0.001136218,-0.001126588
0.26324246,0.165296532,0.12192756,0.096844944,0.080390441,0.068765293,0.060070494,0.05332263,0.047970348,0.043586579,0.039920923,0.036827429,0.03418509,0.031896254,0.029882733,0.028082831,0.026537513,0.025140084,0.023837216,0.022730973,0.02167227,0.020738445,0.019856333,0.019069157,0.018312112,0.017649422,0.016986732,0.01642168,0.015864468,0.015341468,0.014873474,0.014405481,0.013982196,0.013589548,0.013196901,0.012838007,0.012508894,0.01217978,0.011859795,0.011584183,0.011308571,0.011032958,0.010779047,0.010548429,0.010317811,0.010087193,0.009872993,0.00968017,0.009487347,0.009294525,0.009101702,0.008940332,0.008779223,0.008618113,0.008457004,0.008298979,0.008164453,0.008029926,0.0078954,0.007760873,0.007626347,0.007508849,0.007396584,0.00728432,0.007172055,0.00705979,0.006947526,0.006851878,0.006758241,0.006664603,0.006570966,0.006477328,0.006383691,0.006297091,0.006219211,0.00614133,0.00606345,0.005985569,0.005907689,0.005829808,0.005756699,0.005691619,0.005626539,0.005561459,0.005496379,0.005431299,0.005366219,0.00530114,0.005242682,0.005188473,0.005134263,0.005080054,0.005025844,0.004971635,0.004917425,0.004863216,0.004809811,0.004764673,0.004719534,0.004674395
0.090496743,0.058559603,0.040267495,0.030530999,0.024573303,0.020595774,0.017747537,0.015612402,0.013965553,0.012645435,0.011559784,0.010656068,0.009892638,0.009236944,0.008663833,0.008154064,0.007718663,0.007325836,0.006960212,0.006650489,0.006354144,0.006092936,0.00584616,0.00562588,0.005413957,0.005228207,0.005042456,0.004883678,0.004727065,0.004579882,0.004447861,0.00431584,0.004196135,0.004084871,0.003973607,0.003871651,0.003777909,0.003684167,0.003592949,0.003513998,0.003435048,0.003356097,0.003283168,0.003216703,0.003150238,0.003083773,0.003021884,0.002965956,0.002910028,0.0028541,0.002798172,0.002751061,0.002704023,0.002656985,0.002609947,0.00256378,0.00252424,0.002484701,0.002445162,0.002405623,0.002366084,0.00233138,0.002298163,0.002264946,0.002231728,0.002198511,0.002165294,0.002136829,0.002108939,0.002081049,0.002053159,0.00202527,0.00199738,0.001971095,0.0019468,0.001922504,0.001898208,0.001873913,0.001849617,0.001825322,0.001802816,0.001783322,0.001763828,0.001744334,0.00172484,0.001705346,0.001685852,0.001666358,0.00164878,0.001632432,0.001616084,0.001599736,0.001583388,0.00156704,0.001550692,0.001534344,0.001518231,0.001504529,0.001490828,0.001477127
0.039024351,0.002330181,-0.003547223,-0.005094573,-0.005465673,-0.005418837,-0.005231239,-0.004996431,-0.004753363,-0.004519373,-0.004297677,-0.004090159,-0.003898932,-0.003722872,-0.003560147,-0.00340864,-0.003271918,-0.003144659,-0.003023481,-0.00291599,-0.002812063,-0.002717501,-0.002627082,-0.002544271,-0.002464024,-0.002391803,-0.002319583,-0.002256131,-0.002193383,-0.002133863,-0.002079533,-0.002025203,-0.001975286,-0.001928393,-0.001881501,-0.001838082,-0.001797727,-0.001757372,-0.001717993,-0.001683358,-0.001648723,-0.001614088,-0.001581857,-0.001552206,-0.001522555,-0.001492903,-0.001465131,-0.001439805,-0.00141448,-0.001389154,-0.001363828,-0.001342213,-0.001320628,-0.001299044,-0.001277459,-0.001256249,-0.00123789,-0.00121953,-0.001201171,-0.001182812,-0.001164453,-0.001148214,-0.001132628,-0.001117041,-0.001101454,-0.001085868,-0.001070281,-0.001056814,-0.001043604,-0.001030394,-0.001017184,-0.001003974,-0.000990765,-0.000978791,-0.000968348,-0.000957906,-0.000947464,-0.000937021,-0.000926579,-0.000916137,-0.000906028,-0.000896482,-0.000886935,-0.000877389,-0.000867842,-0.000858295,-0.000848749,-0.000839202,-0.000830569,-0.000822521,-0.000814473,-0.000806425,-0.000798377,-0.000790329,-0.000782281,-0.000774233,-0.000766298,-0.000759522,-0.000752746,-0.00074597
0.097652809,0.083404449,0.067483405,0.056505926,0.048689228,0.042858238,0.038331811,0.034713241,0.031769278,0.02930797,0.027210768,0.025409061,0.023846141,0.022473411,0.021250884,0.020146137,0.019183882,0.018305802,0.017481596,0.016771196,0.016088777,0.01547986,0.014901898,0.014380761,0.013877966,0.013432607,0.012987248,0.012602331,0.012222266,0.011863738,0.011539838,0.011215937,0.010920653,0.01064498,0.010369308,0.010115601,0.009881276,0.00964695,0.009418663,0.009219731,0.009020799,0.008821867,0.008637525,0.008468844,0.008300164,0.008131483,0.007974018,0.007831156,0.007688295,0.007545433,0.007402572,0.007281534,0.007160678,0.007039821,0.006918965,0.006800281,0.006698153,0.006596025,0.006493897,0.006391769,0.006289641,0.006199689,0.006113479,0.006027269,0.005941059,0.005854849,0.005768639,0.005694483,0.005621786,0.005549088,0.00547639,0.005403693,0.005330995,0.0052635,0.005202451,0.005141402,0.005080353,0.005019304,0.004958255,0.004897207,0.0048397,0.004788155,0.004736609,0.004685064,0.004633518,0.004581973,0.004530427,0.004478882,0.004432331,0.004388984,0.004345637,0.00430229,0.004258942,0.004215595,0.004172248,0.004128901,0.004086168,0.004049748,0.004013328,0.003976908
-0.057714442,-0.045238961,-0.036204097,-0.030569385,-0.026587961,-0.023583334,-0.02120575,-0.019269694,-0.017668504,-0.016311584,-0.015143295,-0.014130641,-0.013245365,-0.012463104,-0.011763216,-0.011128509,-0.010573615,-0.010066442,-0.009589833,-0.009178431,-0.008783205,-0.008430472,-0.008095765,-0.00779415,-0.007503275,-0.007246034,-0.006988792,-0.006767082,-0.006548224,-0.006342054,-0.006156284,-0.005970514,-0.005801614,-0.005644275,-0.005486935,-0.005342533,-0.005209545,-0.005076557,-0.004947117,-0.004834925,-0.004722733,-0.004610542,-0.004506892,-0.004412411,-0.004317931,-0.00422345,-0.004135504,-0.004056068,-0.003976631,-0.003897194,-0.003817758,-0.003750964,-0.003684275,-0.003617586,-0.003550897,-0.003485459,-0.003429548,-0.003373636,-0.003317725,-0.003261814,-0.003205902,-0.003156946,-0.003110128,-0.00306331,-0.003016492,-0.002969674,-0.002922855,-0.002882868,-0.002843707,-0.002804547,-0.002765386,-0.002726225,-0.002687064,-0.002651207,-0.002619444,-0.002587681,-0.002555917,-0.002524154,-0.002492391,-0.002460627,-0.002430465,-0.002402997,-0.002375528,-0.00234806,-0.002320592,-0.002293123,-0.002265655,-0.002238187,-0.002213499,-0.002190594,-0.00216769,-0.002144785,-0.002121881,-0.002098976,-0.002076072,-0.002053168,-0.002030602,-0.002011516,-0.001992429,-0.001973343
